prefix,cluster_id,env_proto,best_action,best_q_value
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound', 'Electrocardiogram (ECG)', 'General Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.333, 0.333, 0.333, 0.0, 0.444, 0.0, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.0, 0.0, 0.0]",Urine Test,0.8979934706329694
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination', 'Blood Test', 'General Ultrasound', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.333, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Chest X-ray,0.7962104512420323
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'ENT Examination', 'Gynecological Examination', 'Dental Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.222, 0.0]",In-depth Eye Examination,0.7973179657718809
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Urine Test', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.0]",General Ultrasound,0.7955106481050401
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Cardiac Ultrasound')",0,"[0.167, 0.067, 0.0, 0.167, 0.333, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 1.0, 0.0, 0.333]",General Ultrasound,0.927259846346447
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'ENT Examination', 'Chest X-ray', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.222]",DEXA Bone Density Scan,1.8108087463415063
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'In-depth Eye Examination', 'Electrocardiogram (ECG)', 'General Ultrasound', 'Urine Test', 'Cardiac Ultrasound', 'Chest X-ray', 'DEXA Bone Density Scan', 'ENT Endoscopy')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.222]",Conclusion,0.9506308370241163
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Gynecological Examination', 'Breast Examination', 'Dental Examination', 'In-depth Eye Examination', 'Urine Test', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.333, 0.333, 0.444, 0.444, 0.667, 1.0, 0.0, 0.0, 0.444, 0.667, 0.667, 0.222, 0.0]",Cardiac Ultrasound,0.8668978703718409
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Post-bronchodilator Spirometry', 'Blood Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.333, 0.333, 0.0, 0.333, 0.444, 0.0, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.222, 0.0]",Urine Test,0.8979934706329694
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Breast Examination', 'Gynecological Examination', 'ENT Examination', 'Urine Test', 'General Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.444]",Electrocardiogram (ECG),2.4137118345514237
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.0, 0.333, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.222, 0.0]",Electrocardiogram (ECG),0.8447378433834013
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'General Ultrasound', 'Blood Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444]",Chest X-ray,0.9632638049579917
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination', 'Electrocardiogram (ECG)', 'Urine Test', 'DEXA Bone Density Scan', 'Post-bronchodilator Spirometry', 'In-depth Eye Examination', 'Chest X-ray', 'ENT Endoscopy', 'Blood Test', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.444]",General Ultrasound,0.3798762666890717
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'ENT Examination', 'Dental Examination', 'Urine Test')",0,"[0.111, 0.0, 0.0, 0.111, 0.444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",DEXA Bone Density Scan,1.7749579475433137
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Post-bronchodilator Spirometry', 'Blood Test', 'Urine Test', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",General Ultrasound,0.5181573665587164
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Electrocardiogram (ECG)', 'Blood Test', 'Post-bronchodilator Spirometry', 'ENT Endoscopy', 'General Ultrasound', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Urine Test,0.9253649011563658
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.0, 0.333, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.0, 0.0, 0.0]",Chest X-ray,0.8733981287277972
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'ENT Examination', 'Eye Examination', 'Dental Examination', 'Gynecological Examination', 'Cardiac Ultrasound', 'Urine Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'General Ultrasound', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Blood Test,0.9758967728918667
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'Eye Examination', 'Urine Test', 'Post-bronchodilator Spirometry', 'ENT Endoscopy', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.111, 0.222, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",DEXA Bone Density Scan,0.8895714920103857
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination', 'Urine Test', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0, 0.333, 0.444, 0.0, 0.667, 1.0, 0.222, 0.444, 0.444, 0.0, 0.667, 0.0, 0.222]",Post-bronchodilator Spirometry,0.8937824813216774
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Chest X-ray', 'Electrocardiogram (ECG)', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.0, 0.333, 0.0, 0.333, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.0, 0.0, 0.0, 0.0]",Conclusion,0.7704856879262016
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination', 'Urine Test', 'DEXA Bone Density Scan', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.333, 0.333, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.444]",Conclusion,0.47000969368472395
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Chest X-ray', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.167, 0.167, 0.167, 0.0, 0.0, 0.222, 0.222, 0.333, 1.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0]",General Ultrasound,0.8295210805628576
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'ENT Examination', 'Eye Examination', 'Dental Examination', 'Gynecological Examination', 'Cardiac Ultrasound', 'Urine Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'General Ultrasound', 'Electrocardiogram (ECG)', 'Blood Test', 'DEXA Bone Density Scan')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Conclusion,0.9569473209910541
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Dental Examination', 'ENT Examination', 'In-depth Eye Examination', 'Cardiac Ultrasound', 'Chest X-ray', 'Electrocardiogram (ECG)', 'ENT Endoscopy')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.333, 0.0, 0.333, 0.444, 0.0, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",Blood Test,0.8748330294208645
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Breast Examination', 'Gynecological Examination', 'Post-bronchodilator Spirometry', 'In-depth Eye Examination', 'General Ultrasound', 'Cardiac Ultrasound', 'Chest X-ray', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Conclusion,0.563386556089218
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Dental Examination', 'General Ultrasound', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Urine Test,0.9253649011563658
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'General Ultrasound', 'Blood Test', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.0]",Post-bronchodilator Spirometry,0.9378213969948256
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Dental Examination', 'General Ultrasound', 'Post-bronchodilator Spirometry', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.222, 0.444]",Conclusion,0.7652511604615007
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'In-depth Eye Examination', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.222, 0.444, 0.444, 0.0, 0.667, 0.222, 0.222]",Post-bronchodilator Spirometry,0.8874659973547397
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Post-bronchodilator Spirometry', 'Cardiac Ultrasound', 'In-depth Eye Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.333, 0.0, 0.444, 0.0, 0.667, 1.0, 0.222, 0.444, 0.444, 0.667, 0.0, 0.0, 0.0]",ENT Endoscopy,0.8328910890608249
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'Urine Test', 'Cardiac Ultrasound', 'DEXA Bone Density Scan', 'ENT Endoscopy', 'Blood Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'General Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Conclusion,0.5973276167578033
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'ENT Examination', 'Gynecological Examination', 'Blood Test', 'Post-bronchodilator Spirometry', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.222]",General Ultrasound,0.4341846412664625
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Breast Examination', 'Gynecological Examination', 'ENT Examination', 'Urine Test', 'General Ultrasound', 'Electrocardiogram (ECG)', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.222, 0.0, 0.0, 0.0, 0.667, 0.0, 0.444]",Cardiac Ultrasound,0.8645599193698202
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'ENT Examination', 'ENT Endoscopy', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.222, 0.444]",In-depth Eye Examination,0.7559127439916907
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'DEXA Bone Density Scan', 'Chest X-ray', 'Urine Test', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.444, 0.667, 0.667, 0.0, 0.0]",ENT Endoscopy,0.8979934706329692
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.333, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 0.444, 0.0, 0.0, 0.667, 0.0, 0.0]",Electrocardiogram (ECG),0.9148374278781364
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'General Ultrasound', 'Urine Test', 'Chest X-ray', 'Cardiac Ultrasound', 'ENT Endoscopy')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.0]",Conclusion,0.6983511976139868
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Electrocardiogram (ECG)', 'General Ultrasound', 'Blood Test', 'DEXA Bone Density Scan', 'In-depth Eye Examination', 'Cardiac Ultrasound', 'Urine Test', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.444, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.444]",Post-bronchodilator Spirometry,0.937997869090241
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'Dental Examination', 'ENT Examination', 'Chest X-ray', 'In-depth Eye Examination', 'General Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.222]",Blood Test,3.0756520430314995
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination', 'Breast Examination')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.333, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0]",ENT Endoscopy,0.9064154492555528
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Breast Examination', 'Urine Test', 'In-depth Eye Examination', 'General Ultrasound', 'Electrocardiogram (ECG)')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.333, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.444, 0.667, 0.667, 0.0, 0.0]",Cardiac Ultrasound,0.7835239331550654
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.111, 0.444, 0.333, 0.333, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.0]",Cardiac Ultrasound,0.8441341871121871
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination', 'Electrocardiogram (ECG)', 'Urine Test', 'DEXA Bone Density Scan', 'Post-bronchodilator Spirometry', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",Chest X-ray,0.7945650010834003
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.444]",General Ultrasound,0.4322483164126286
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan', 'ENT Endoscopy', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'In-depth Eye Examination', 'Blood Test', 'Post-bronchodilator Spirometry', 'Urine Test', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.444]",Conclusion,0.7507658440502304
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Breast Examination', 'ENT Examination', 'Cardiac Ultrasound', 'Blood Test', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.222]",General Ultrasound,1.2726130468362735
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'In-depth Eye Examination', 'Electrocardiogram (ECG)', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.333, 0.333, 0.0, 0.333, 0.444, 0.0, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.0]",Conclusion,0.46482506522631256
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'General Ultrasound', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'DEXA Bone Density Scan', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.222, 0.0, 0.333, 0.333, 0.0, 0.333, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.222, 0.222]",Chest X-ray,0.8322570065662633
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Chest X-ray,1.5772300663177459
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'ENT Examination', 'Eye Examination', 'Post-bronchodilator Spirometry', 'Chest X-ray', 'General Ultrasound', 'Cardiac Ultrasound', 'DEXA Bone Density Scan', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",ENT Endoscopy,0.8048295917919075
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'ENT Examination', 'Electrocardiogram (ECG)', 'General Ultrasound', 'Blood Test', 'DEXA Bone Density Scan')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.444]",In-depth Eye Examination,0.9298472923799169
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'DEXA Bone Density Scan', 'ENT Endoscopy', 'Electrocardiogram (ECG)', 'Cardiac Ultrasound', 'In-depth Eye Examination', 'Blood Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.667, 0.0, 0.444]",Post-bronchodilator Spirometry,0.7658755065645908
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.444]",ENT Endoscopy,0.9211539118450741
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Dental Examination', 'ENT Examination', 'Post-bronchodilator Spirometry', 'Blood Test', 'DEXA Bone Density Scan', 'Chest X-ray', 'In-depth Eye Examination', 'Urine Test')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.0, 0.667, 1.0, 0.222, 0.0, 0.0, 0.667, 0.0, 0.0, 0.444]",Electrocardiogram (ECG),0.9295758904676575
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'In-depth Eye Examination')",0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444, 0.667, 1.0, 0.0, 0.444, 0.0, 0.667, 0.0, 0.0, 0.444]",Chest X-ray,0.9184131176459325
"('Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Gynecological Examination', 'Breast Examination', 'ENT Endoscopy', 'Chest X-ray')",0,"[0.0, 0.0, 0.0, 0.111, 0.222, 0.333, 0.333, 0.333, 0.0, 0.0, 0.444, 0.444, 0.667, 1.0, 0.0, 0.444, 0.444, 0.667, 0.667, 0.0, 0.222]",General Ultrasound,0.7705733154494425
